docid,lang
test4184,unk
test4185,bg
test4186,nl
test4187,unk
test4188,ar
test4189,en
test4190,hi
test4191,es
test4192,hi
test4193,nl
test4194,nl
test4195,unk
test4196,unk
test4197,bg
test4198,fr
test4199,es
test4200,de
test4201,ar
test4202,en
test4203,en
test4204,mr
test4205,ne
test4206,th
test4207,de
test4208,unk
test4209,es
test4210,unk
test4211,nl
test4212,en
test4213,ja
test4214,en
test4215,en
test4216,de
test4217,ar
test4218,hi
test4219,fa
test4220,unk
test4221,en
test4222,nl
test4223,de
test4224,es
test4225,de
test4226,en
test4227,en
test4228,unk
test4229,unk
test4230,unk
test4231,fa
test4232,unk
test4233,en
test4234,unk
test4235,fa
test4236,fr
test4237,de
test4238,ar
test4239,bg
test4240,fa
test4241,bg
test4242,fa
test4243,bg
test4244,en
test4245,de
test4246,fr
test4247,hi
test4248,mr
test4249,es
test4250,mr
test4251,fr
test4252,fa
test4253,nl
test4254,fr
test4255,es
test4256,unk
test4257,es
test4258,mr
test4259,en
test4260,nl
test4261,unk
test4262,ja
test4263,fa
test4264,ru
test4265,mr
test4266,it
test4267,ja
test4268,en
test4269,bg
test4270,nl
test4271,fr
test4272,en
test4273,en
test4274,en
test4275,nl
test4276,it
test4277,unk
test4278,uk
test4279,en
test4280,ru
test4281,nl
test4282,unk
test4283,en
test4284,en
test4285,en
test4286,nl
test4287,unk
test4288,it
test4289,es
test4290,ru
test4291,fa
test4292,it
test4293,it
test4294,de
test4295,nl
test4296,unk
test4297,unk
test4298,ko
test4299,nl
test4300,es
test4301,bg
test4302,ar
test4303,nl
test4304,th
test4305,fa
test4306,fa
test4307,fa
test4308,en
test4309,nl
test4310,ja
test4311,fr
test4312,ja
test4313,nl
test4314,en
test4315,de
test4316,de
test4317,unk
test4318,unk
test4319,es
test4320,nl
test4321,ne
test4322,unk
test4323,de
test4324,en
test4325,unk
test4326,de
test4327,unk
test4328,fa
test4329,fa
test4330,ja
test4331,unk
test4332,en
test4333,fa
test4334,fa
test4335,fa
test4336,fr
test4337,ru
test4338,ja
test4339,ur
test4340,uk
test4341,de
test4342,fa
test4343,ne
test4344,fr
test4345,nl
test4346,th
test4347,uk
test4348,unk
test4349,es
test4350,ru
test4351,ne
test4352,ru
test4353,it
test4354,en
test4355,es
test4356,ne
test4357,ru
test4358,fa
test4359,nl
test4360,ru
test4361,ar
test4362,fr
test4363,es
test4364,unk
test4365,ar
test4366,unk
test4367,en
test4368,ne
test4369,nl
test4370,ar
test4371,unk
test4372,ru
test4373,fr
test4374,fa
test4375,en
test4376,en
test4377,nl
test4378,ne
test4379,ne
test4380,fa
test4381,fr
test4382,bg
test4383,en
test4384,ar
test4385,ru
test4386,en
test4387,unk
test4388,es
test4389,de
test4390,fr
test4391,it
test4392,ja
test4393,ru
test4394,fr
test4395,ru
test4396,nl
test4397,ur
test4398,en
test4399,es
test4400,ru
test4401,ar
test4402,nl
test4403,uk
test4404,bg
test4405,unk
test4406,nl
test4407,ru
test4408,fr
test4409,unk
test4410,ja
test4411,fr
test4412,unk
test4413,he
test4414,es
test4415,en
test4416,mr
test4417,ja
test4418,es
test4419,unk
test4420,nl
test4421,uk
test4422,en
test4423,ar
test4424,bg
test4425,de
test4426,unk
test4427,fr
test4428,ru
test4429,fa
test4430,unk
test4431,en
test4432,de
test4433,he
test4434,es
test4435,en
test4436,ne
test4437,en
test4438,ja
test4439,ja
test4440,it
test4441,unk
test4442,fr
test4443,it
test4444,de
test4445,zh
test4446,de
test4447,de
test4448,ar
test4449,ru
test4450,fr
test4451,en
test4452,bg
test4453,nl
test4454,ne
test4455,en
test4456,nl
test4457,nl
test4458,nl
test4459,mr
test4460,hi
test4461,es
test4462,nl
test4463,unk
test4464,de
test4465,es
test4466,ne
test4467,en
test4468,ru
test4469,ar
test4470,it
test4471,de
test4472,mr
test4473,fr
test4474,ar
test4475,ne
test4476,mr
test4477,ru
test4478,ur
test4479,es
test4480,unk
test4481,fr
test4482,mr
test4483,de
test4484,nl
test4485,uk
test4486,unk
test4487,hi
test4488,unk
test4489,it
test4490,ne
test4491,unk
test4492,unk
test4493,bg
test4494,zh
test4495,es
test4496,fa
test4497,bg
test4498,es
test4499,ne
test4500,bg
test4501,en
test4502,ja
test4503,de
test4504,ru
test4505,en
test4506,it
test4507,unk
test4508,es
test4509,en
test4510,fr
test4511,nl
test4512,de
test4513,hi
test4514,bg
test4515,fr
test4516,unk
test4517,unk
test4518,fr
test4519,ja
test4520,en
test4521,unk
test4522,unk
test4523,nl
test4524,de
test4525,de
test4526,fa
test4527,fa
test4528,ar
test4529,fa
test4530,hi
test4531,fr
test4532,unk
test4533,es
test4534,de
test4535,it
test4536,nl
test4537,hi
test4538,en
test4539,es
test4540,unk
test4541,fa
test4542,en
test4543,en
test4544,fa
test4545,unk
test4546,ru
test4547,de
test4548,es
test4549,nl
test4550,en
test4551,es
test4552,de
test4553,it
test4554,en
test4555,unk
test4556,mr
test4557,he
test4558,ne
test4559,en
test4560,it
test4561,de
test4562,fr
test4563,hi
test4564,es
test4565,fa
test4566,ja
test4567,fr
test4568,unk
test4569,de
test4570,de
test4571,uk
test4572,hi
test4573,ja
test4574,en
test4575,en
test4576,de
test4577,bg
test4578,en
test4579,ar
test4580,unk
test4581,unk
test4582,en
test4583,en
test4584,fa
test4585,ru
test4586,ne
test4587,it
test4588,es
test4589,unk
test4590,ne
test4591,ne
test4592,de
test4593,hi
test4594,bg
test4595,fa
test4596,ar
test4597,nl
test4598,it
test4599,it
test4600,de
test4601,ko
test4602,es
test4603,hi
test4604,unk
test4605,en
test4606,fa
test4607,fr
test4608,ja
test4609,hi
test4610,bg
test4611,fr
test4612,unk
test4613,fr
test4614,unk
test4615,ar
test4616,de
test4617,zh
test4618,it
test4619,unk
test4620,fr
test4621,it
test4622,unk
test4623,en
test4624,bg
test4625,ne
test4626,es
test4627,en
test4628,en
test4629,ko
test4630,unk
test4631,unk
test4632,fr
test4633,mr
test4634,en
test4635,ja
test4636,it
test4637,es
test4638,en
test4639,ne
test4640,he
test4641,nl
test4642,unk
test4643,fa
test4644,ar
test4645,bg
test4646,bg
test4647,unk
test4648,fa
test4649,ar
test4650,nl
test4651,nl
test4652,unk
test4653,ru
test4654,es
test4655,hi
test4656,hi
test4657,it
test4658,he
test4659,unk
test4660,nl
test4661,unk
test4662,it
test4663,he
test4664,es
test4665,es
test4666,fa
test4667,de
test4668,ne
test4669,ru
test4670,fr
test4671,ne
test4672,ur
test4673,nl
test4674,mr
test4675,es
test4676,unk
test4677,fr
test4678,unk
test4679,ja
test4680,ru
test4681,ne
test4682,ur
test4683,hi
test4684,fr
test4685,es
test4686,fa
test4687,fa
test4688,fa
test4689,mr
test4690,es
test4691,fa
test4692,fr
test4693,de
test4694,mr
test4695,unk
test4696,hi
test4697,ru
test4698,unk
test4699,unk
test4700,ru
test4701,en
test4702,ne
test4703,en
test4704,ne
test4705,en
test4706,bg
test4707,fr
test4708,fa
test4709,ru
test4710,nl
test4711,bg
test4712,ja
test4713,bg
test4714,unk
test4715,fr
test4716,nl
test4717,he
test4718,fa
test4719,fa
test4720,de
test4721,es
test4722,unk
test4723,es
test4724,ja
test4725,unk
test4726,de
test4727,es
test4728,unk
test4729,en
test4730,en
test4731,unk
test4732,unk
test4733,uk
test4734,en
test4735,nl
test4736,fr
test4737,fr
test4738,fa
test4739,nl
test4740,ko
test4741,en
test4742,it
test4743,hi
test4744,fa
test4745,ja
test4746,unk
test4747,de
test4748,th
test4749,fr
test4750,ru
test4751,fr
test4752,unk
test4753,ne
test4754,en
test4755,ja
test4756,fa
test4757,ur
test4758,en
test4759,en
test4760,es
test4761,ne
test4762,ne
test4763,unk
test4764,it
test4765,th
test4766,en
test4767,nl
test4768,en
test4769,ja
test4770,it
test4771,bg
test4772,unk
test4773,nl
test4774,fr
test4775,it
test4776,fa
test4777,ja
test4778,unk
test4779,unk
test4780,nl
test4781,de
test4782,fa
test4783,ur
test4784,ru
test4785,ru
test4786,en
test4787,es
test4788,unk
test4789,fr
test4790,fr
test4791,ru
test4792,fa
test4793,uk
test4794,es
test4795,ja
test4796,fr
test4797,hi
test4798,de
test4799,hi
test4800,en
test4801,hi
test4802,de
test4803,it
test4804,unk
test4805,unk
test4806,en
test4807,hi
test4808,ja
test4809,en
test4810,ru
test4811,ne
test4812,ne
test4813,unk
test4814,unk
test4815,it
test4816,it
test4817,he
test4818,unk
test4819,fr
test4820,unk
test4821,ar
test4822,it
test4823,ru
test4824,ja
test4825,unk
test4826,fa
test4827,ko
test4828,de
test4829,es
test4830,ne
test4831,en
test4832,en
test4833,en
test4834,nl
test4835,fa
test4836,hi
test4837,es
test4838,bg
test4839,es
test4840,ja
test4841,mr
test4842,nl
test4843,unk
test4844,fa
test4845,fa
test4846,unk
test4847,it
test4848,bg
test4849,unk
test4850,es
test4851,ru
test4852,nl
test4853,nl
test4854,en
test4855,unk
test4856,en
test4857,th
test4858,unk
test4859,fr
test4860,uk
test4861,nl
test4862,ru
test4863,it
test4864,es
test4865,ne
test4866,it
test4867,ur
test4868,en
test4869,ru
test4870,en
test4871,es
test4872,es
test4873,de
test4874,ru
test4875,unk
test4876,it
test4877,he
test4878,de
test4879,en
test4880,unk
test4881,bg
test4882,fa
test4883,unk
test4884,es
test4885,bg
test4886,es
test4887,en
test4888,es
test4889,en
test4890,unk
test4891,unk
test4892,en
test4893,fr
test4894,en
test4895,ru
test4896,unk
test4897,unk
test4898,ur
test4899,mr
test4900,ru
test4901,fr
test4902,ru
test4903,nl
test4904,it
test4905,fr
test4906,ne
test4907,ru
test4908,unk
test4909,bg
test4910,bg
test4911,ru
test4912,unk
test4913,ru
test4914,ur
test4915,unk
test4916,de
test4917,hi
test4918,de
test4919,nl
test4920,unk
test4921,it
test4922,es
test4923,ar
test4924,uk
test4925,ar
test4926,de
test4927,fa
test4928,en
test4929,th
test4930,bg
test4931,nl
test4932,de
test4933,de
test4934,ar
test4935,unk
test4936,nl
test4937,uk
test4938,unk
test4939,fr
test4940,unk
test4941,es
test4942,de
test4943,bg
test4944,fr
test4945,hi
test4946,ar
test4947,ur
test4948,unk
test4949,hi
test4950,fr
test4951,fa
test4952,mr
test4953,unk
test4954,en
test4955,es
test4956,unk
test4957,bg
test4958,fr
test4959,fa
test4960,th
test4961,fr
test4962,it
test4963,fr
test4964,de
test4965,de
test4966,unk
test4967,it
test4968,en
test4969,nl
test4970,unk
test4971,ru
test4972,ru
test4973,nl
test4974,th
test4975,hi
test4976,en
test4977,unk
test4978,en
test4979,it
test4980,fr
test4981,fr
test4982,de
test4983,bg
test4984,nl
test4985,unk
test4986,unk
test4987,ru
test4988,mr
test4989,de
test4990,unk
test4991,nl
test4992,ja
test4993,ja
test4994,mr
test4995,fa
test4996,unk
test4997,de
test4998,fr
test4999,en
test5000,en
test5001,nl
test5002,fa
test5003,unk
test5004,ne
test5005,mr
test5006,unk
test5007,es
test5008,ur
test5009,unk
test5010,fa
test5011,unk
test5012,it
test5013,nl
test5014,ru
test5015,ru
test5016,de
test5017,bg
test5018,unk
test5019,it
test5020,unk
test5021,en
test5022,ar
test5023,fa
test5024,nl
test5025,unk
test5026,unk
test5027,de
test5028,unk
test5029,fa
test5030,unk
test5031,nl
test5032,en
test5033,it
test5034,es
test5035,nl
test5036,nl
test5037,fa
test5038,ru
test5039,unk
test5040,ja
test5041,fr
test5042,de
test5043,it
test5044,en
test5045,nl
test5046,de
test5047,unk
test5048,ja
test5049,nl
test5050,en
test5051,bg
test5052,fr
test5053,unk
test5054,de
test5055,ne
test5056,unk
test5057,de
test5058,es
test5059,en
test5060,unk
test5061,fa
test5062,en
test5063,ja
test5064,bg
test5065,fa
test5066,it
test5067,es
test5068,fa
test5069,ja
test5070,de
test5071,ar
test5072,unk
test5073,ru
test5074,bg
test5075,nl
test5076,nl
test5077,ja
test5078,uk
test5079,unk
test5080,en
test5081,unk
test5082,de
test5083,en
test5084,fr
test5085,de
test5086,uk
test5087,ur
test5088,ja
test5089,ar
test5090,en
test5091,en
test5092,unk
test5093,ur
test5094,hi
test5095,nl
test5096,bg
test5097,unk
test5098,unk
test5099,de
test5100,en
test5101,es
test5102,es
test5103,de
test5104,uk
test5105,it
test5106,it
test5107,es
test5108,ne
test5109,unk
test5110,ja
test5111,fa
test5112,th
test5113,uk
test5114,nl
test5115,en
test5116,mr
test5117,nl
test5118,fr
test5119,es
test5120,en
test5121,unk
test5122,fa
test5123,es
test5124,ar
test5125,en
test5126,fa
test5127,de
test5128,unk
test5129,en
test5130,it
test5131,unk
test5132,en
test5133,fr
test5134,unk
test5135,ne
test5136,en
test5137,en
test5138,de
test5139,unk
test5140,de
test5141,unk
test5142,unk
test5143,unk
test5144,ru
test5145,mr
test5146,unk
test5147,nl
test5148,ar
test5149,hi
test5150,ur
test5151,fr
test5152,mr
test5153,es
test5154,th
test5155,ar
test5156,fr
test5157,bg
test5158,mr
test5159,nl
test5160,unk
test5161,unk
test5162,de
test5163,unk
test5164,hi
test5165,de
test5166,en
test5167,nl
test5168,ne
test5169,es
test5170,ko
test5171,ru
test5172,fr
test5173,unk
test5174,ru
test5175,ur
test5176,fr
test5177,fr
test5178,it
test5179,ne
test5180,unk
test5181,unk
test5182,fa
test5183,nl
test5184,bg
test5185,unk
test5186,ar
test5187,ar
test5188,ru
test5189,es
test5190,he
test5191,mr
test5192,nl
test5193,unk
test5194,bg
test5195,ar
test5196,unk
test5197,nl
test5198,bg
test5199,ur
test5200,en
test5201,ru
test5202,ur
test5203,ur
test5204,es
test5205,unk
test5206,ar
test5207,unk
test5208,it
test5209,nl
test5210,de
test5211,fr
test5212,bg
test5213,uk
test5214,nl
test5215,ur
test5216,nl
test5217,es
test5218,en
test5219,en
test5220,unk
test5221,ar
test5222,hi
test5223,es
test5224,unk
test5225,unk
test5226,bg
test5227,nl
test5228,fr
test5229,ru
test5230,unk
test5231,bg
test5232,hi
test5233,hi
test5234,fr
test5235,he
test5236,unk
test5237,ru
test5238,it
test5239,ur
test5240,ne
test5241,ru
test5242,fr
test5243,ar
test5244,es
test5245,fr
test5246,hi
test5247,es
test5248,unk
test5249,unk
test5250,de
test5251,fa
test5252,ne
test5253,nl
test5254,mr
test5255,nl
test5256,fr
test5257,ru
test5258,es
test5259,ru
test5260,fa
test5261,ne
test5262,bg
test5263,ne
test5264,nl
test5265,unk
test5266,unk
test5267,it
test5268,nl
test5269,en
test5270,es
test5271,ar
test5272,ko
test5273,ru
test5274,fa
test5275,fr
test5276,ur
test5277,it
test5278,ne
test5279,unk
test5280,ne
test5281,fr
test5282,fa
test5283,de
test5284,fr
test5285,ar
test5286,en
test5287,unk
test5288,nl
test5289,it
test5290,fr
test5291,ar
test5292,fa
test5293,fr
test5294,en
test5295,zh
test5296,es
test5297,fa
test5298,de
test5299,ru
test5300,ja
test5301,it
test5302,ru
test5303,fa
test5304,he
test5305,fr
test5306,en
test5307,unk
test5308,fa
test5309,en
test5310,de
test5311,en
test5312,unk
test5313,es
test5314,de
test5315,ne
test5316,ru
test5317,th
test5318,nl
test5319,bg
test5320,it
test5321,fr
test5322,en
test5323,fa
test5324,bg
test5325,fr
test5326,de
test5327,es
test5328,en
test5329,unk
test5330,ur
test5331,it
test5332,ru
test5333,nl
test5334,fa
test5335,de
test5336,ar
test5337,en
test5338,unk
test5339,unk
test5340,fa
test5341,hi
test5342,nl
test5343,nl
test5344,it
test5345,ne
test5346,fr
test5347,it
test5348,ja
test5349,es
test5350,unk
test5351,ru
test5352,unk
test5353,ur
test5354,hi
test5355,unk
test5356,ne
test5357,hi
test5358,ur
test5359,ru
test5360,uk
test5361,bg
test5362,unk
test5363,en
test5364,nl
test5365,ru
test5366,en
test5367,en
test5368,fr
test5369,en
test5370,fa
test5371,fa
test5372,unk
test5373,fr
test5374,unk
test5375,unk
test5376,ja
test5377,it
test5378,fr
test5379,uk
test5380,fa
test5381,fr
test5382,mr
test5383,unk
test5384,unk
test5385,hi
test5386,nl
test5387,bg
test5388,de
test5389,fr
test5390,bg
test5391,unk
test5392,fa
test5393,de
test5394,fa
test5395,he
test5396,ja
test5397,fa
test5398,nl
test5399,zh
test5400,unk
test5401,unk
test5402,fr
test5403,fa
test5404,unk
test5405,ur
test5406,ur
test5407,nl
test5408,de
test5409,fr
test5410,en
test5411,en
test5412,nl
test5413,ru
test5414,nl
test5415,en
test5416,ja
test5417,unk
test5418,nl
test5419,unk
test5420,ar
test5421,fr
test5422,fa
test5423,unk
test5424,de
test5425,hi
test5426,ru
test5427,es
test5428,fr
test5429,en
test5430,ne
test5431,nl
test5432,unk
test5433,es
test5434,en
test5435,mr
test5436,fa
test5437,fr
test5438,es
test5439,fr
test5440,unk
test5441,it
test5442,unk
test5443,unk
test5444,it
test5445,ja
test5446,mr
test5447,fr
test5448,en
test5449,ru
test5450,es
test5451,ar
test5452,ur
test5453,unk
test5454,fr
test5455,unk
test5456,en
test5457,fr
test5458,nl
test5459,ja
test5460,unk
test5461,ur
test5462,ur
test5463,hi
test5464,de
test5465,en
test5466,nl
test5467,es
test5468,fa
test5469,unk
test5470,unk
test5471,ja
test5472,en
test5473,es
test5474,es
test5475,ne
test5476,mr
test5477,en
test5478,en
test5479,en
test5480,en
test5481,unk
test5482,bg
test5483,unk
test5484,mr
test5485,en
test5486,ru
test5487,unk
test5488,unk
test5489,de
test5490,unk
test5491,es
test5492,zh
test5493,en
test5494,unk
test5495,th
test5496,ru
test5497,unk
test5498,uk
test5499,de
test5500,en
test5501,unk
test5502,nl
test5503,de
test5504,ja
test5505,fa
test5506,unk
test5507,unk
test5508,fa
test5509,ne
test5510,unk
test5511,fa
test5512,nl
test5513,it
test5514,de
test5515,ru
test5516,de
test5517,unk
test5518,en
test5519,fr
test5520,nl
test5521,ne
test5522,unk
test5523,ru
test5524,bg
test5525,hi
test5526,bg
test5527,es
test5528,en
test5529,nl
test5530,en
test5531,es
test5532,en
test5533,ur
test5534,it
test5535,unk
test5536,nl
test5537,ja
test5538,ne
test5539,fr
test5540,fr
test5541,unk
test5542,it
test5543,de
test5544,fr
test5545,ja
test5546,ja
test5547,unk
test5548,fr
test5549,es
test5550,unk
test5551,nl
test5552,mr
test5553,unk
test5554,unk
test5555,unk
test5556,de
test5557,hi
test5558,it
test5559,mr
test5560,nl
test5561,unk
test5562,nl
test5563,unk
test5564,bg
test5565,it
test5566,it
test5567,ru
test5568,ne
test5569,de
test5570,de
test5571,de
test5572,ru
test5573,fa
test5574,de
test5575,ne
test5576,ur
test5577,mr
test5578,es
test5579,ru
test5580,unk
test5581,ru
test5582,es
test5583,ne
test5584,it
test5585,mr
test5586,nl
test5587,ru
test5588,bg
test5589,fr
test5590,ar
test5591,es
test5592,ja
test5593,it
test5594,nl
test5595,bg
test5596,unk
test5597,uk
test5598,de
test5599,ur
test5600,he
test5601,hi
test5602,ja
test5603,en
test5604,mr
test5605,hi
test5606,ne
test5607,it
test5608,uk
test5609,unk
test5610,es
test5611,fa
test5612,unk
test5613,bg
test5614,es
test5615,fr
test5616,bg
test5617,en
test5618,uk
test5619,ja
test5620,en
test5621,ne
test5622,en
test5623,fa
test5624,he
test5625,he
test5626,fa
test5627,es
test5628,zh
test5629,ar
test5630,en
test5631,unk
test5632,ru
test5633,nl
test5634,es
test5635,mr
test5636,en
test5637,it
test5638,es
test5639,fa
test5640,es
test5641,es
test5642,nl
test5643,unk
test5644,es
test5645,mr
test5646,zh
test5647,unk
test5648,uk
test5649,es
test5650,nl
test5651,fa
test5652,it
test5653,ja
test5654,fr
test5655,unk
test5656,unk
test5657,ru
test5658,ja
test5659,es
test5660,de
test5661,hi
test5662,ne
test5663,ne
test5664,ru
test5665,fa
test5666,ru
test5667,unk
test5668,ja
test5669,unk
test5670,unk
test5671,hi
test5672,fa
test5673,ja
test5674,ru
test5675,en
test5676,en
test5677,ru
test5678,fa
test5679,en
test5680,fa
test5681,ar
test5682,hi
test5683,en
test5684,unk
test5685,en
test5686,ru
test5687,unk
test5688,nl
test5689,ja
test5690,ko
test5691,en
test5692,de
test5693,ru
test5694,de
test5695,ru
test5696,en
test5697,fr
test5698,ja
test5699,fa
test5700,es
test5701,es
test5702,es
test5703,ar
test5704,en
test5705,unk
test5706,fa
test5707,ja
test5708,es
test5709,ja
test5710,nl
test5711,fa
test5712,he
test5713,ne
test5714,fr
test5715,unk
test5716,ru
test5717,ru
test5718,unk
test5719,it
test5720,nl
test5721,bg
test5722,ne
test5723,unk
test5724,unk
test5725,ko
test5726,unk
test5727,en
test5728,ru
test5729,es
test5730,mr
test5731,mr
test5732,nl
test5733,ja
test5734,en
test5735,ru
test5736,fr
test5737,ru
test5738,en
test5739,mr
test5740,ne
test5741,fr
test5742,ne
test5743,nl
test5744,zh
test5745,bg
test5746,unk
test5747,en
test5748,es
test5749,ja
test5750,unk
test5751,unk
test5752,en
test5753,es
test5754,en
test5755,ur
test5756,ru
test5757,es
test5758,ar
test5759,unk
test5760,ne
test5761,uk
test5762,nl
test5763,ur
test5764,bg
test5765,ne
test5766,de
test5767,en
test5768,ru
test5769,bg
test5770,unk
test5771,bg
test5772,de
test5773,de
test5774,ja
test5775,en
test5776,unk
test5777,mr
test5778,en
test5779,es
test5780,ru
test5781,de
test5782,unk
test5783,en
test5784,ko
test5785,ja
test5786,unk
test5787,ru
test5788,unk
test5789,fr
test5790,nl
test5791,bg
test5792,es
test5793,ne
test5794,ko
test5795,en
test5796,unk
test5797,hi
test5798,unk
test5799,it
test5800,ne
test5801,mr
test5802,hi
test5803,ru
test5804,unk
test5805,fr
test5806,de
test5807,es
test5808,fr
test5809,unk
test5810,en
test5811,ar
test5812,he
test5813,ru
test5814,nl
test5815,fa
test5816,ko
test5817,fr
test5818,bg
test5819,unk
test5820,bg
test5821,ar
test5822,en
test5823,en
test5824,ru
test5825,fr
test5826,it
test5827,ar
test5828,ru
test5829,uk
test5830,bg
test5831,it
test5832,ru
test5833,nl
test5834,it
test5835,nl
test5836,ar
test5837,en
test5838,de
test5839,es
test5840,ru
test5841,en
test5842,en
test5843,fa
test5844,unk
test5845,fa
test5846,unk
test5847,unk
test5848,ne
test5849,hi
test5850,nl
test5851,ru
test5852,nl
test5853,ne
test5854,hi
test5855,unk
test5856,unk
test5857,en
test5858,unk
test5859,es
test5860,ru
test5861,ko
test5862,fa
test5863,unk
test5864,unk
test5865,fr
test5866,fr
test5867,ru
test5868,unk
test5869,en
test5870,bg
test5871,hi
test5872,unk
test5873,en
test5874,en
test5875,unk
test5876,hi
test5877,fa
test5878,fa
test5879,fr
test5880,en
test5881,unk
test5882,ru
test5883,he
test5884,nl
test5885,unk
test5886,fr
test5887,it
test5888,ar
test5889,de
test5890,ru
test5891,unk
test5892,unk
test5893,ru
test5894,es
test5895,ru
test5896,unk
test5897,es
test5898,de
test5899,es
test5900,en
test5901,ar
test5902,es
test5903,ur
test5904,ne
test5905,en
test5906,he
test5907,ru
test5908,de
test5909,en
test5910,en
test5911,unk
test5912,unk
test5913,ur
test5914,de
test5915,en
test5916,ar
test5917,mr
test5918,ru
test5919,ur
test5920,nl
test5921,unk
test5922,fa
test5923,ur
test5924,en
test5925,unk
test5926,de
test5927,en
test5928,es
test5929,unk
test5930,en
test5931,de
test5932,en
test5933,ru
test5934,hi
test5935,nl
test5936,th
test5937,unk
test5938,uk
test5939,ru
test5940,zh
test5941,nl
test5942,de
test5943,de
test5944,de
test5945,en
test5946,unk
test5947,nl
test5948,en
test5949,fr
test5950,es
test5951,nl
test5952,mr
test5953,mr
test5954,nl
test5955,fr
test5956,fr
test5957,es
test5958,ja
test5959,ru
test5960,ur
test5961,hi
test5962,unk
test5963,hi
test5964,unk
test5965,ja
test5966,en
test5967,it
test5968,de
test5969,en
test5970,unk
test5971,nl
test5972,en
test5973,ar
test5974,en
test5975,fr
test5976,de
test5977,unk
test5978,ru
test5979,nl
test5980,ja
test5981,nl
test5982,es
test5983,unk
test5984,ja
test5985,ne
test5986,fr
test5987,en
test5988,unk
test5989,ru
test5990,hi
test5991,nl
test5992,ru
test5993,de
test5994,ne
test5995,mr
test5996,ru
test5997,unk
test5998,en
test5999,unk
test6000,ja
test6001,ar
test6002,unk
test6003,ru
test6004,fa
test6005,fa
test6006,ko
test6007,es
test6008,de
test6009,en
test6010,de
test6011,de
test6012,en
test6013,en
test6014,de
test6015,ru
test6016,bg
test6017,unk
test6018,unk
test6019,unk
test6020,es
test6021,unk
test6022,uk
test6023,hi
test6024,unk
test6025,unk
test6026,ru
test6027,de
test6028,ar
test6029,unk
test6030,unk
test6031,bg
test6032,es
test6033,fa
test6034,es
test6035,en
test6036,unk
test6037,ru
test6038,en
test6039,unk
test6040,fr
test6041,fa
test6042,es
test6043,nl
test6044,es
test6045,uk
test6046,mr
test6047,de
test6048,de
test6049,bg
test6050,bg
test6051,nl
test6052,fa
test6053,ja
test6054,de
test6055,en
test6056,bg
test6057,unk
test6058,de
test6059,es
test6060,ne
test6061,es
test6062,ru
test6063,ne
test6064,th
test6065,he
test6066,unk
test6067,es
test6068,en
test6069,nl
test6070,ru
test6071,en
test6072,unk
test6073,th
test6074,bg
test6075,nl
test6076,en
test6077,unk
test6078,unk
test6079,ar
test6080,ur
test6081,it
test6082,th
test6083,fr
test6084,ja
test6085,de
test6086,bg
test6087,es
test6088,ar
test6089,nl
test6090,ne
test6091,en
test6092,de
test6093,es
test6094,bg
test6095,nl
test6096,it
test6097,de
test6098,ru
test6099,uk
test6100,it
test6101,ja
test6102,mr
test6103,ru
test6104,de
test6105,fa
test6106,de
test6107,unk
test6108,en
test6109,ru
test6110,fa
test6111,hi
test6112,ja
test6113,ru
test6114,de
test6115,en
test6116,ja
test6117,unk
test6118,he
test6119,unk
test6120,fr
test6121,ko
test6122,ne
test6123,fa
test6124,es
test6125,unk
test6126,ru
test6127,nl
test6128,es
test6129,fr
test6130,nl
test6131,unk
test6132,bg
test6133,es
test6134,en
test6135,ru
test6136,he
test6137,it
test6138,unk
test6139,unk
test6140,hi
test6141,uk
test6142,unk
test6143,en
test6144,unk
test6145,unk
test6146,unk
test6147,de
test6148,bg
test6149,unk
test6150,es
test6151,bg
test6152,mr
test6153,bg
test6154,unk
test6155,fr
test6156,fa
test6157,unk
test6158,ar
test6159,ne
test6160,ne
test6161,en
test6162,th
test6163,en
test6164,unk
test6165,en
test6166,es
test6167,es
test6168,en
test6169,ar
test6170,de
test6171,bg
test6172,unk
test6173,fa
test6174,ja
test6175,de
test6176,ur
test6177,nl
test6178,en
test6179,ru
test6180,en
test6181,hi
test6182,mr
test6183,fa
test6184,zh
test6185,ar
test6186,unk
test6187,unk
test6188,ar
test6189,en
test6190,fr
test6191,bg
test6192,unk
test6193,es
test6194,unk
test6195,ar
test6196,fa
test6197,en
test6198,unk
test6199,ur
test6200,ne
test6201,de
test6202,fr
test6203,bg
test6204,es
test6205,fr
test6206,nl
test6207,uk
test6208,ne
test6209,ko
test6210,ru
test6211,en
test6212,ar
test6213,en
test6214,nl
test6215,ar
test6216,nl
test6217,en
test6218,ne
test6219,fr
test6220,mr
test6221,de
test6222,he
test6223,hi
test6224,es
test6225,en
test6226,uk
test6227,de
test6228,en
test6229,nl
test6230,unk
test6231,unk
test6232,ja
test6233,ru
test6234,nl
test6235,en
test6236,it
test6237,es
test6238,ne
test6239,fr
test6240,unk
test6241,nl
test6242,ja
test6243,ne
test6244,ru
test6245,fr
test6246,it
test6247,fr
test6248,he
test6249,mr
test6250,zh
test6251,en
test6252,en
test6253,es
test6254,bg
test6255,en
test6256,th
test6257,es
test6258,en
test6259,unk
test6260,mr
test6261,bg
test6262,ru
test6263,de
test6264,ur
test6265,unk
test6266,ar
test6267,zh
test6268,de
test6269,ja
test6270,en
test6271,de
test6272,unk
test6273,fa
test6274,unk
test6275,mr
test6276,unk
